0,0,0,0,0,0,0
1304,21,-4.5,1,32622821.477848,1074.90306700168,-88.1838838648958
1304,21,-4.5,1,32622821.477848,1074.90306700168,-88.1838838648958
1304,21,-4.5,1,32622821.477848,1074.90306700168,-88.1838838648958
1564,24,0.5,1,37353308.8328824,1132.7174820494,17.2741981616683
1238,20,-1,1,28022553.8326932,1057.11643647972,6.21461598584056
427,10,-3.5,1000,4583547.75326177,936.272237082081,-1.14432791205281
11,5,-7.5,1000,2908238.47467493,1216.91764254758,664.125496191788
445,10,1,1000,5038999.83455772,929.818118153848,12.1893220552874
546,11,6,1,6363189.64212486,923.175950504504,-11.9171938767999
511,11,-2.5,1000,6553934.9833117,928.511979254962,-41.3754578193909
1358,21,9,1,33680951.9228745,1069.03584387301,88.0811523980236
1126,19,-9,1,26608908.6636494,1006.12516899593,19.7109409373286
1429,22,7,1000,39992151.5525055,963.494828878691,74.1234811812552
691,13,2.5,1000,14963606.9917353,944.439192321737,43.6878972895423
223,7,5.5,1000,960622.717956612,904.434099797248,76.859320796849
1497,23,4,1000,42074655.7136946,966.208066624738,53.2550218375206
355,9,-1.5,1000,1335793.67035967,998.804990500937,217.495108731925
139,6,4.5,1000,772822.800200296,897.516908588433,69.0902519320208
172,7,-7.5,1,986711.792201205,775.474226330043,119.05631163915
874,15,8,1,18331240.3678987,988.028769019803,78.8571960763028
218,7,4,1,786050.314734489,904.667731199436,56.4779736565905
1427,22,6.5,1000,39555244.3939503,964.183353207092,59.3361960589922
809,15,-8,1000,17776088.837562,953.542518010306,-20.0093771336531
1255,20,3.5,1000,33285748.0063824,964.70267085487,10.3729258422412
187,7,-3.5,1000,781790.707568375,1052.24234600732,334.278823330609
809,15,-8,1000,18854810.1554848,954.702469027617,-9.26410107181893
1253,20,3,1000,33125368.361218,961.324344103433,3.60703712688918
351,9,-2.5,1000,1524708.69126159,927.040960887679,-38.6504022445781
533,11,3,1000,6671723.28451679,927.97453570241,34.3753515113646
798,14,9,1,17679130.939927,965.786176663204,83.0955556093269
181,7,-5,1000,897690.920706936,916.748510843411,-133.784036321863
16,5,-6.5,1,574205.773443823,788.205081009809,95.0376331365055
352,9,-2.5,1,1858491.43206573,914.955321279621,-101.996712510332
769,14,2,1000,16801418.4585178,947.91776019705,-89.3370079018268
1571,24,2.5,1000,46242247.5160684,966.783032429048,96.8754773025514
1481,23,0,1000,43541558.6666165,966.161246587031,99.1212705320924
89,6,-8,1000,5444305.22369221,1419.91128128533,2253.32113685256
1596,24,8.5,1,40026411.4022695,1155.00632315965,93.4317912282674
535,11,3.5,1000,6100188.77567307,990.991658931644,-251.109658059048
956,16,8.5,1,20504536.4946538,955.552169980919,61.9969257458238
1381,22,-5,1000,38208036.0044214,964.71803425426,-56.4533069249655
578,12,-6,1,8654418.72185522,944.713301598017,-40.7093485166824
1150,19,-3,1,31274680.1577901,1037.92431029011,-140.669721550638
1116,18,8.5,1,26234439.0261502,971.564693537906,-62.25371365532
619,12,4.5,1000,9604068.13967383,938.806472557308,-5.45588761837466
681,13,0,1000,13176302.3360204,942.056216103071,-14.7403283631608
1042,18,-10,1,26267171.0692821,1005.82137650493,-103.886287313865
136,6,3.5,1,787170.937100842,847.580216869908,-55.4965035177209
497,11,-6,1000,8290592.56146714,927.383537523456,-76.7684931552305
826,15,-4,1,17326685.980938,967.395506848092,19.0296494215305
672,13,-2.5,1,13343548.1380159,950.855267478567,18.4093713342206
1087,18,1.5,1000,27659157.7392401,958.872091365322,13.4492984960305
1012,17,2.5,1,21269098.4593039,1005.38957363721,-9.8571546270514
77,5,9,1000,2914304.75770557,1321.03548647353,-953.66531371866
1377,22,-6,1000,41230118.9409595,964.937242466956,73.6643384448945
526,11,1,1,8551825.08966932,914.934262373187,81.3983395519335
1179,19,4.5,1000,30494352.834447,962.534608338249,-2.0406637666054
196,7,-1.5,1,879978.168766087,906.753176376462,-23.1587107242096
1382,22,-5,1,34450260.650624,1084.17965338409,-85.0399556255205
356,9,-1.5,1,1926343.71406893,910.285899877844,-100.753185391881
989,17,-3,1000,26947657.5304582,957.309079118131,29.2361640482014
1034,17,8,1,24048648.7334315,1016.12453192626,94.3309780865845
1049,18,-8,1000,26433379.1467803,961.332860268361,-17.8402266232047
557,11,9,1000,5652505.77389303,1109.7882730431,-501.845793943896
1196,19,8.5,1,28570156.0035812,999.678984290404,93.3652610274977
275,8,-1.5,1000,995879.920047256,1112.82631227436,715.623679807906
559,11,9.5,1000,11584020.2087568,929.967445701428,126.575778465772
1036,17,8.5,1,22172125.9051276,966.299349432638,-22.5690003687844
1260,20,4.5,1,29697028.051592,1034.0370852965,-63.5492410999377
432,10,-2.5,1,4982314.65199705,933.011444887551,-65.4507751369937
2,5,-10,1,676210.843207239,785.352184681869,55.7490441785288
826,15,-4,1,16338854.7871389,978.089513335673,-8.45159216097899
1043,18,-9.5,1000,25996495.5853879,960.244935217695,-43.5421444492913
1227,20,-3.5,1000,31896925.0865539,961.836074904567,-56.9188682249239
1359,21,9.5,1000,35262714.971303,967.300104660227,-20.4689343827355
1222,20,-5,1,29200321.9850073,1047.11282429055,19.7831691041168
420,10,-5.5,1,6699285.18454889,914.244962244537,-91.1734718143625
1436,22,8.5,1,34239515.3166625,1042.01537017829,20.053395434526
1161,19,0,1000,30913066.2612983,964.496162428444,35.8639350420636
800,14,9.5,1,15385494.2649353,920.827725665737,-20.44500642907
242,8,-10,1,1137308.02084501,767.764045074897,112.839726534189
648,13,-8.5,1,13161039.2414731,956.469210894231,-63.9780175135784
795,14,8.5,1000,15527694.8597491,951.624150370945,-25.0311112546204
674,13,-2,1,14185767.3425868,967.620876574952,-75.4311779202851
901,16,-5,1000,22374626.54739,954.261127625447,11.9037220594139
1588,24,6.5,1,38773177.3656761,1108.42507465642,-45.2621040393123
1513,23,8,1000,40153214.9534498,968.251813899415,-46.6747245148859
776,14,3.5,1,14646248.2008792,956.517510013854,-24.1548884467522
1424,22,5.5,1,39320619.6814423,1132.24682086451,141.247077836968
1566,24,1,1,43142422.7841484,1178.65549705777,144.665791400854
